codigomuestra,parcela,usuarionid,fechacreacionnid,fechaenvionid,idodknidos,horainicio,longitud,latitud,elevacion,precisioncoords,localidad,distanciaabasura,distanciaagua,distanciavias,fechacolecta,otroscolectores,observaciones,plantas,idparentalcolec,siglascolectores
P1M1,p1,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-12T14:13:19Z,2019-09-12T14:13:19Z,uuid:c9a4d848-ee83-44d2-a91f-88bbfdc8a749,10.07 am,-69.8201186,18.5131405,0,40.5,Área del play,1a5,6a9,6a9,2019-09-14T00:00:00Z,NULL,Formulario de ejemplo,Palma real,uuid:c9a4d848-ee83-44d2-a91f-88bbfdc8a749,eagv
P1M2,p1,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-17T01:23:37Z,2019-09-17T01:23:37Z,uuid:99349817-83d2-48e4-b10b-22618fabe91b,10.57 am,-69.9149983,18.4649742,0,61.5,Salón de kárate,1a5,0,1a5,2019-09-15T00:00:00Z,NULL,NULL,Helechos,uuid:99349817-83d2-48e4-b10b-22618fabe91b,eagv
P1M3,p1,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-17T01:23:37Z,2019-09-17T01:23:37Z,uuid:97dc8d29-2377-452e-9d6b-b2511798566d,11.16 am,-69.9157698,18.464954,0,44.1739997864,Cerca de una pared,0,0,1a5,2019-09-15T00:00:00Z,NULL,NULL,Palmas,uuid:97dc8d29-2377-452e-9d6b-b2511798566d,eagv
P25M3,p25,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-17T01:23:39Z,2019-09-17T01:23:39Z,uuid:0b77bc0c-b77f-4937-962b-67ba37721453,11.31 am,-69.9156007,18.464904,0,40.5,Estacionamientos del Tony Barreiro,6a9,0,6a9,2019-09-15T00:00:00Z,NULL,NULL,NULL,uuid:0b77bc0c-b77f-4937-962b-67ba37721453,eagv
P78M1,p78,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T15:57:09Z,2019-09-18T15:57:09Z,uuid:0253470d-d5b4-4686-96e9-d569890747fa,10.33 am,-69.915866,18.4612369,0,80,Área de medicina,0,0,1a5,2019-09-18T00:00:00Z,NULL,Localizado en el tronco de un árbol,Flamboyan,uuid:0253470d-d5b4-4686-96e9-d569890747fa,"eagv,dgb"
P10M1,p10,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T15:57:09Z,2019-09-18T15:57:09Z,uuid:37a049b5-1be9-4fc0-995b-e5d241464aa3,11.25 am,-69.9135403,18.4633491,0,87.3779983521,Área del play,10omas,0,1a5,2019-09-18T00:00:00Z,NULL,NULL,NULL,uuid:37a049b5-1be9-4fc0-995b-e5d241464aa3,"eagv,dgb"
P10M2,p10,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T15:57:10Z,2019-09-18T15:57:10Z,uuid:3e14995d-c44e-4a5d-8170-2613cdd81ee3,11.35 am,-69.9136633,18.463585,0,193.5,Área del play,1a5,0,1a5,2019-09-18T00:00:00Z,NULL,NULL,NULL,uuid:3e14995d-c44e-4a5d-8170-2613cdd81ee3,"dgb,eagv"
P10M3,p10,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T15:57:10Z,2019-09-18T15:57:10Z,uuid:c88fa162-7596-44e5-99d9-5223ab534485,11.40 am,-69.9135614,18.4634018,0,42,Área del play,1a5,6a9,1a5,2019-09-18T00:00:00Z,NULL,NULL,NULL,uuid:c88fa162-7596-44e5-99d9-5223ab534485,"dgb,eagv"
P27M1,p27,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T15:57:11Z,2019-09-18T15:57:11Z,uuid:2db24de0-be4f-44f3-b3b4-ad90ccc3e371,11.45 am,-69.91439078,18.4638291232,0,0,NULL,1a5,0,0,2019-09-18T00:00:00Z,NULL,NULL,Hierbas,uuid:2db24de0-be4f-44f3-b3b4-ad90ccc3e371,"dgb,eagv"
P27M2,p27,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T15:57:12Z,2019-09-18T15:57:12Z,uuid:10f22108-356b-4b1a-9709-03ca0950b48f,11.59 am,-69.9149627611,18.4637381702,0,0,Área del play,0,0,6a9,2019-09-18T00:00:00Z,NULL,NULL,Cycas circinalis,uuid:10f22108-356b-4b1a-9709-03ca0950b48f,"dgb,eagv"
P25M1,p25,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T16:26:21Z,2019-09-18T16:26:21Z,uuid:5da99b33-91c6-4011-b404-da09cc194233,12.10 pm,-69.915350005,18.4635384551,0,0,Área del play,10omas,0,10omas,2019-09-18T00:00:00Z,NULL,NULL,Hierbas,uuid:5da99b33-91c6-4011-b404-da09cc194233,"dgb,eagv"
P25M2,p25,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-18T16:26:21Z,2019-09-18T16:26:21Z,uuid:cb1cf13b-5c4e-4069-8263-24673c61d344,12.25 pm,-69.9152521044,18.4635130137,0,0,Área play,0,0,1a5,2019-09-18T00:00:00Z,NULL,NULL,Hierbas,uuid:cb1cf13b-5c4e-4069-8263-24673c61d344,"dgb,eagv"
P163M1,p163,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:09Z,2019-09-26T21:15:09Z,uuid:224a1b37-5bf1-4fbf-b0f5-82f5a465ba5e,2.29 pm,-69.9176476,18.4587693,0,78.9049987793,Calle próximo a la facultad de ciencias,6a9,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,Árbol de Nin,uuid:224a1b37-5bf1-4fbf-b0f5-82f5a465ba5e,"dgb,eagv"
P163M2,p163,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:09Z,2019-09-26T21:15:09Z,uuid:125edd4f-7b7e-4c1f-9f8a-e881834b4b68,2.54 pm,-69.9178907275,18.4593917694,0,0,Calle frente a Banreservas del economato,6a9,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:125edd4f-7b7e-4c1f-9f8a-e881834b4b68,"dgb,eagv"
P148M1,p148,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:09Z,2019-09-26T21:15:09Z,uuid:4229452e-ee03-4d83-9862-57ad81211a13,3.23 pm,-69.9180201441,18.4597851666,0,0,Parque de la biblioteca,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,Árbol de Nin,uuid:4229452e-ee03-4d83-9862-57ad81211a13,"eagv,dgb"
P147M1,p147,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:10Z,2019-09-26T21:15:10Z,uuid:6927629f-47c8-45d2-93bd-1f85015514c8,4.00 pm,-69.9185046181,18.4604956327,0,0,NULL,no_aplica,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:6927629f-47c8-45d2-93bd-1f85015514c8,"dgb,eagv"
P147M2,p147,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:10Z,2019-09-26T21:15:10Z,uuid:47b14565-78ae-4430-b522-f93172a765a1,3.40 pm,-69.9185277522,18.4604714629,0,0,NULL,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:47b14565-78ae-4430-b522-f93172a765a1,"dgb,eagv"
P70M1,p70,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:11Z,2019-09-26T21:15:11Z,uuid:71e3c926-0c03-4291-9a93-5660037cfce7,4.21 pm,-69.9195921,18.4616678,0,45,Calle frente al edificio de economía,6a9,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:71e3c926-0c03-4291-9a93-5660037cfce7,"dgb,eagv"
P70M2,p70,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:11Z,2019-09-26T21:15:11Z,uuid:2f71d275-4bcf-487c-8323-bb9fa7cc91e2,4.31 pm,-69.9193609133,18.4619788881,0,0,NULL,6a9,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,Palma real,uuid:2f71d275-4bcf-487c-8323-bb9fa7cc91e2,"dgb,eagv"
P70M3,p70,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:11Z,2019-09-26T21:15:11Z,uuid:6af3767d-b39e-4d2f-a8ab-5a025fdc422d,4.46 pm,-69.9192881584,18.461886344,0,0,Jardín en la calle frente al edificio de economía,6a9,no_aplica,1a5,2019-09-26T00:00:00Z,NULL,NULL,Palmas,NULL,NULL
P42M1,p42,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:12Z,2019-09-26T21:15:12Z,uuid:73cef216-6e58-421c-be25-020b81c26af4,5.02 pm,-69.9190772697,18.4628429485,0,0,Parque de arte,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,Hierba,uuid:73cef216-6e58-421c-be25-020b81c26af4,"eagv,dgb"
P42M2,p42,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26T21:15:12Z,2019-09-26T21:15:12Z,uuid:2b809de4-0b49-46c7-a180-28f7fddfe0b3,5.17 pm,-69.9196194112,18.462867436,0,0,Helsderia bom,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:2b809de4-0b49-46c7-a180-28f7fddfe0b3,"dgb,eagv"
PN42M1,p42,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-09-26T22:06:57Z,2019-09-26T22:06:57Z,uuid:93d18478-0b3f-4da8-8536-f641232701a1,5.30 pm,-69.9196063355,18.4628537611,0,0,Helado bon,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:93d18478-0b3f-4da8-8536-f641232701a1,"dgb,eagv"
PN42M2,p42,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-09-26T22:06:57Z,2019-09-26T22:06:57Z,uuid:8d95c735-c34f-4095-b28f-30f3f4397da1,5.45 pm,-69.9195852131,18.462736094,0,0,NULL,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:8d95c735-c34f-4095-b28f-30f3f4397da1,"dgb,eagv"
PN42M3,p42,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-09-26T22:06:57Z,2019-09-26T22:06:57Z,uuid:41ebaba0-b192-4fd0-9773-420d087dbde7,5.45 pm,-69.9195345864,18.4626457765,0,0,NULL,1a5,1a5,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:41ebaba0-b192-4fd0-9773-420d087dbde7,"dgb,eagv"
PN42M4,p42,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-09-26T22:06:57Z,2019-09-26T22:06:57Z,uuid:64edbc6a-f69b-4230-92c8-50e6a4e082db,6.00 pm,-69.9194373563,18.4627628076,0,0,NULL,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:64edbc6a-f69b-4230-92c8-50e6a4e082db,"dgb,eagv"
PN21M1,p21,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-09-26T22:26:31Z,2019-09-26T22:26:31Z,uuid:f6bc8b88-bb54-42eb-b55d-60781e7868c2,6.13 pm,-69.9174088519,18.4633430745,-2,3,Área del comedor,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,Hierbas,uuid:f6bc8b88-bb54-42eb-b55d-60781e7868c2,"dgb,eagv"
PN21M2,p21,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-09-26T22:26:31Z,2019-09-26T22:26:31Z,uuid:6cfd769f-9ebb-4c9d-9202-cb523ca32ba1,6.24 pm,-69.9173644278,18.4634356108,-16,4,Área del comedor,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:6cfd769f-9ebb-4c9d-9202-cb523ca32ba1,"dgb,eagv"
PN22M1,p22,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-09-26T22:26:31Z,2019-09-26T22:26:31Z,uuid:20a326c5-e98d-403e-b7b0-41fe75f0856f,6.30 pm,-69.91723652,18.4633837268,-9,3,Área del comedor,1a5,0,1a5,2019-09-26T00:00:00Z,NULL,NULL,NULL,uuid:20a326c5-e98d-403e-b7b0-41fe75f0856f,"dgb,eagv"
20190928K1,p106,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-09-30T17:14:22Z,2019-09-30T17:14:22Z,uuid:da95c62d-7bf9-4dbf-863f-3f301b308755,11.24 am,-69.9197613169,18.4611429507,-17,2.5,Economia,10omas,1a5,1a5,2019-09-28T00:00:00Z,NULL,No se reportaron nidos,Palma,uuid:da95c62d-7bf9-4dbf-863f-3f301b308755,kmfg
20190928K2,p157,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-09-30T17:14:40Z,2019-09-30T17:14:40Z,uuid:8deba8ed-5afd-4769-a46f-49c2336c5e27,3.00 pm,-69.9209216237,18.4597488306,-6,3.5,Parqueo de la torre administrativa por la puerta,10omas,1a5,6a9,2019-09-28T00:00:00Z,Bidelkis,NULL,Palma,uuid:8deba8ed-5afd-4769-a46f-49c2336c5e27,"kmfg,otras"
20190928K3,p143,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-09-30T17:14:58Z,2019-09-30T17:14:58Z,uuid:a4850976-70bc-4052-a457-d83df9b54f83,4.45 pm,-69.9202723615,18.4603853943,2,9.5,NULL,10omas,0,1a5,2019-09-28T00:00:00Z,NULL,NULL,Frambollan,uuid:a4850976-70bc-4052-a457-d83df9b54f83,kmfg
20191012k4,p66,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-13T03:50:19Z,2019-10-13T03:50:19Z,uuid:9251b30f-ef82-417e-b796-b9f4e10d9d81,12.32 pm,-69.9141315278,18.4623827599,-22,2,Cancha de futbol,10omas,0,1a5,2019-10-12T00:00:00Z,NULL,Tres nidos,No sé,uuid:9251b30f-ef82-417e-b796-b9f4e10d9d81,kmfg
20191012K5,p179,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-13T03:50:32Z,2019-10-13T03:50:32Z,uuid:bbb5e17d-5f82-4a91-ad47-149ef7dc68e2,3.50 pm,-69.9193868972,18.4586417908,-26,4,Transportacion,10omas,1a5,10omas,2019-10-12T00:00:00Z,NULL,Hoyo septico descubierto,Mango,uuid:bbb5e17d-5f82-4a91-ad47-149ef7dc68e2,kmfg
20191012k6,p168,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-13T03:50:47Z,2019-10-13T03:50:47Z,uuid:875b3d06-649b-44ba-b5a5-5ee2be21f577,4.10 pm,-69.92070009,18.4591774782,-26,6,Parqueo uasd,6a9,0,1a5,2019-10-12T00:00:00Z,NULL,NULL,Frambollan,uuid:875b3d06-649b-44ba-b5a5-5ee2be21f577,kmfg
20191013k7,p160,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-14T15:30:35Z,2019-10-14T15:30:35Z,uuid:b6b8b571-dd6a-40ec-9c33-335201a4cdd9,4.40 pm,-69.9194372725,18.4596921271,-24,2.5,Aula Magna,1a5,0,1a5,2019-10-13T00:00:00Z,NULL,Nada,"Palma, coralillo",uuid:b6b8b571-dd6a-40ec-9c33-335201a4cdd9,kmfg
20191013K8,p131,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-14T15:30:36Z,2019-10-14T15:30:36Z,uuid:0343f344-b394-462a-9a73-cba34be66fab,6.03 pm,-69.9176745582,18.460433674,-20,2,Parqueo economato,1a5,0,1a5,2019-10-13T00:00:00Z,NULL,Volver se puso oscuro,"Palma, coralillo",uuid:0343f344-b394-462a-9a73-cba34be66fab,kmfg
20191014k9,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-15T00:41:49Z,2019-10-15T00:41:49Z,uuid:a305c30f-98c3-4ad2-b8cc-0eb2d086661b,2.37 pm,-69.9156901427,18.4617381496,-24,3,Facutad de Ingeniería,1a5,0,1a5,2019-10-14T00:00:00Z,NULL,Ninguna,"Framboyán, caoba, otros",uuid:a305c30f-98c3-4ad2-b8cc-0eb2d086661b,kmfg
20191410k10,p25,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-15T00:42:06Z,2019-10-15T00:42:06Z,uuid:1d5a55db-c514-4cd6-a9e1-9b0bfae15cc4,4.35 pm,-69.9155818485,18.463316462,-20,5,Area del play,0,0,1a5,2019-10-14T00:00:00Z,NULL,"Volver, se puso oscuro.",Palmas,uuid:1d5a55db-c514-4cd6-a9e1-9b0bfae15cc4,kmfg
PN166M1,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:12Z,2019-10-15T18:29:12Z,uuid:68d250ed-a498-4d69-94de-1bee779d9a2d,10.00 am,-69.9167199433,18.4597784881,0,0,Facultad de ciencias,6a9,6a9,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:68d250ed-a498-4d69-94de-1bee779d9a2d,eagv
PN166M2,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:12Z,2019-10-15T18:29:12Z,uuid:1c48cd4a-78dc-4991-ac74-4ed7641b1557,10.14 am,-69.9166522175,18.4596182034,0,0,Facultad de ciencias,1a5,1a5,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:1c48cd4a-78dc-4991-ac74-4ed7641b1557,eagv
PN166M3,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:13Z,2019-10-15T18:29:13Z,uuid:16bebb9e-e3e4-4397-9c57-5e2e5ab309b7,10.16 am,-69.9166451767,18.4596159773,0,0,Facultad de ciencias,1a5,1a5,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:16bebb9e-e3e4-4397-9c57-5e2e5ab309b7,eagv
PN166M4,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:13Z,2019-10-15T18:29:13Z,uuid:0dab6326-42fe-4baa-b082-60ecd6fcabed,10.26 am,-69.9165606871,18.459713611,0,0,Facultad de ciencias,1a5,6a9,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:0dab6326-42fe-4baa-b082-60ecd6fcabed,eagv
PN167M1,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:13Z,2019-10-15T18:29:13Z,uuid:7d79e615-fb24-4831-aaa7-80529f65bedf,11.07 am,-69.9162938073,18.4598020219,0,0,Parqueo sur,0,0,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:7d79e615-fb24-4831-aaa7-80529f65bedf,eagv
PN167M2,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:13Z,2019-10-15T18:29:13Z,uuid:8de40194-49a4-486d-9b84-f04001025af8,11.10 am,-69.9161612894,18.4595152689,-21,1.5,Parqueo sur,1a5,0,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:8de40194-49a4-486d-9b84-f04001025af8,eagv
PN167M3,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:13Z,2019-10-15T18:29:13Z,uuid:6a0d8be7-23a2-47f5-9b43-143ec1ec0ce0,11.15 am,-69.9161640555,18.459524386,0,0,Parqueo sur,1a5,0,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:6a0d8be7-23a2-47f5-9b43-143ec1ec0ce0,eagv
PN151M1,p151,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:14Z,2019-10-15T18:29:14Z,uuid:fd667ace-a770-42c7-9418-ce2480ec2485,12.00 am,-69.91681315,18.4599737552,0,0,Cafetería de la entrada sur,1a5,0,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:fd667ace-a770-42c7-9418-ce2480ec2485,eagv
PN77M1,p77,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:14Z,2019-10-15T18:29:14Z,uuid:f89e30b7-79cc-42cc-8257-d54a8d9bdc5f,12.46 pm,-69.9161593616,18.4616945773,0,0,Facultad de arquitectura,10omas,0,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:f89e30b7-79cc-42cc-8257-d54a8d9bdc5f,eagv
PN86M1,p86,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-15T18:29:14Z,2019-10-15T18:29:14Z,uuid:2933f009-4001-4ae0-98db-8aa27da63a00,10.08 am,-69.9190279841,18.4612941183,-15,5,Biblioteca,6a9,0,1a5,2019-10-14T00:00:00Z,NULL,NULL,NULL,uuid:2933f009-4001-4ae0-98db-8aa27da63a00,eagv
PN151M2,p151,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:16Z,2019-10-17T21:24:16Z,uuid:a4d04949-6075-4930-9386-9a999b2b3abf,12.02 pm,-69.9165638722,18.4600082086,-26,8.5,Cafetería entrada del sur,1a5,0,1a5,2019-10-09T00:00:00Z,NULL,NULL,NULL,uuid:a4d04949-6075-4930-9386-9a999b2b3abf,eagv
20191026k11,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T13:58:29Z,2019-10-31T13:58:28Z,uuid:65837af3-5768-4370-aef8-0a3ec9723bc2,5.15 pm,-69.914088361,18.4641249804,-16,2.5,Area del play,1a5,0,1a5,2019-10-26T00:00:00Z,NULL,"Muchos nidos sin nada, varios nidos en el mismo pote",Mango,uuid:65837af3-5768-4370-aef8-0a3ec9723bc2,kmfg
NA,p68,uid:enrique193|2019-08-27T17:32:44.132698Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No se reportaron nidos,NA,NA,NA
NA,p81,uid:enrique193|2019-08-27T17:32:44.132698Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No se reportaron nidos,NA,NA,NA
NA,p109,uid:enrique193|2019-08-27T17:32:44.132698Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No se reportaron nidos,NA,NA,NA
NA,p159,uid:enrique193|2019-08-27T17:32:44.132698Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No se reportaron nidos,NA,NA,NA
NA,p170,uid:enrique193|2019-08-27T17:32:44.132698Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No se reportaron nidos,NA,NA,NA
